revenue_id,client_id,client_name,project_id,project_name,invoice_id,contract_id,revenue_period,revenue_date,revenue_amount,currency,revenue_type,revenue_stream,monthly_recurring_revenue_mrr,annual_recurring_revenue_arr,gross_revenue,net_revenue,tax_amount,profit_margin,recognition_date,payment_status,outstanding_amount,collection_days,revenue_growth_percentage,revenue_band,forecast_revenue,upsell_revenue,country,billing_frequency
REV00282,CLT029,Johnson-Deleon,PRJ017,Utilize Seamless E-Business,INV00282,CON043,Oct-25,23-10-2025,763081,INR,Recognized,One-time,63590.08,763081,763081,625726.42,137354.58,41.23,28-10-2025,Partial,75165,55,9.04,Medium,936427,53331,USA,Monthly
REV00283,CLT026,"Watts, Robinson and Cruz",PRJ012,Implement Extensible Platforms,INV00283,CON031,Aug-25,05-08-2025,3442718,USD,Recognized,Recurring,286893.17,3442718,3442718,2823028.76,619689.24,15.22,10-08-2025,Pending,1072513,40,-6.16,High,4084407,64062,UK,Monthly
REV00284,CLT040,Scott Ltd,PRJ004,Iterate Seamless E-Markets,INV00284,CON049,Jan-26,06-01-2026,691873,SGD,Accrued,One-time,57656.08,691873,691873,567335.86,124537.14,3.17,11-01-2026,Overdue,258048,106,12.96,Medium,787399,261042,USA,Annual
REV00285,CLT003,Clayton and Sons,PRJ002,Engineer Killer Action-Items,INV00285,CON012,Dec-25,09-12-2025,4719657,INR,Accrued,One-time,393304.75,4719657,4719657,3870118.74,849538.26,15.49,14-12-2025,Overdue,1804307,104,3.18,High,5955347,257676,USA,Quarterly
REV00286,CLT026,"Kline, Duncan and Stokes",PRJ009,Redefine 24/365 E-Business,INV00286,CON032,Apr-26,03-04-2026,3219196,USD,Recognized,One-time,268266.33,3219196,3219196,2639740.72,579455.28,23.19,08-04-2026,Pending,596508,46,-11.31,High,3950401,67212,Australia,Quarterly
REV00287,CLT005,"Glass, Leonard and Clark",PRJ010,Deploy Dot-Com Eyeballs,INV00287,CON008,Oct-25,16-10-2025,2881945,SGD,Deferred,One-time,240162.08,2881945,2881945,2363194.9,518750.1,36.15,21-10-2025,Overdue,41339,73,4.57,High,3424536,452653,Australia,Monthly
REV00288,CLT014,Wagner LLC,PRJ011,Visualize Clicks-And-Mortar Experiences,INV00288,CON032,Jul-25,14-07-2025,4267528,INR,Accrued,Recurring,355627.33,4267528,4267528,3499372.96,768155.04,2.59,19-07-2025,Overdue,1604119,90,5.37,High,5268042,190491,UK,Annual
REV00289,CLT022,Lopez Group,PRJ009,Facilitate Collaborative Relationships,INV00289,CON005,Nov-25,09-11-2025,4801544,SGD,Deferred,One-time,400128.67,4801544,4801544,3937266.08,864277.92,8.55,14-11-2025,Pending,1113721,65,10.63,High,5541917,40192,USA,Monthly
REV00290,CLT032,Mitchell and Sons,PRJ007,Target End-To-End Infrastructures,INV00290,CON043,Sep-25,04-09-2025,3969957,SGD,Accrued,Recurring,330829.75,3969957,3969957,3255364.74,714592.26,33.96,09-09-2025,Overdue,1337828,73,33.54,High,5184098,475443,India,Quarterly
REV00291,CLT027,Middleton-Garcia,PRJ009,Repurpose Leading-Edge Partnerships,INV00291,CON053,Jan-26,05-01-2026,2457904,INR,Recognized,Recurring,204825.33,2457904,2457904,2015481.28,442422.72,17.61,10-01-2026,Paid,168384,37,26.21,High,2754914,125033,Singapore,Quarterly
REV00292,CLT018,Patterson-Moran,PRJ018,Brand Turn-Key Roi,INV00292,CON012,Sep-25,24-09-2025,404270,INR,Deferred,Recurring,33689.17,404270,404270,331501.4,72768.6,12.8,29-09-2025,Pending,5218,12,36.58,Low,434662,315411,UK,Quarterly
REV00293,CLT021,Clark-Daniel,PRJ011,Syndicate Proactive Experiences,INV00293,CON054,Feb-26,05-02-2026,4951683,INR,Recognized,Recurring,412640.25,4951683,4951683,4060380.06,891302.94,13.14,10-02-2026,Partial,817785,108,29.9,High,5549754,221705,India,Quarterly
REV00294,CLT018,Ryan-Ingram,PRJ005,Matrix Robust Models,INV00294,CON024,Jul-25,25-07-2025,4036449,SGD,Accrued,Recurring,336370.75,4036449,4036449,3309888.18,726560.82,5.87,30-07-2025,Paid,771205,110,3.49,High,5019805,474600,India,Quarterly
REV00295,CLT006,Myers and Sons,PRJ008,Re-Intermediate Mission-Critical Portals,INV00295,CON020,Oct-25,28-10-2025,1814849,INR,Recognized,One-time,151237.42,1814849,1814849,1488176.18,326672.82,39.93,02-11-2025,Overdue,460163,85,4.03,Medium,2347823,337866,USA,Quarterly
REV00296,CLT036,Martin PLC,PRJ011,Incentivize Proactive Networks,INV00296,CON030,Jul-25,19-07-2025,279435,INR,Recognized,One-time,23286.25,279435,279435,229136.7,50298.3,7.63,24-07-2025,Partial,6828,87,23.5,Low,346233,414721,UK,Quarterly
REV00297,CLT012,"Stark, Wilson and Williams",PRJ019,Syndicate B2B Communities,INV00297,CON053,May-25,25-05-2025,2797943,SGD,Recognized,Recurring,233161.92,2797943,2797943,2294313.26,503629.74,25.46,30-05-2025,Overdue,416628,15,9.87,High,3090514,459480,Singapore,Annual
REV00298,CLT017,"Pena, Wiley and Burns",PRJ005,Streamline B2C Applications,INV00298,CON006,Apr-26,08-04-2026,3136337,SGD,Recognized,Recurring,261361.42,3136337,3136337,2571796.34,564540.66,37.35,13-04-2026,Overdue,1189594,20,-14.15,High,3787915,405463,UK,Annual
REV00299,CLT013,Fox PLC,PRJ014,Monetize Cutting-Edge Deliverables,INV00299,CON012,Apr-26,09-04-2026,3476948,USD,Accrued,One-time,289745.67,3476948,3476948,2851097.36,625850.64,40.48,14-04-2026,Partial,60341,42,43.57,High,3896426,236441,Australia,Monthly
REV00300,CLT005,Crawford-Porter,PRJ004,Matrix Ubiquitous Partnerships,INV00300,CON036,May-25,24-05-2025,542850,INR,Accrued,One-time,45237.5,542850,542850,445137,97713,48.15,29-05-2025,Paid,87257,35,13.26,Medium,627692,317914,USA,Quarterly
REV00301,CLT022,"Smith, Grant and Gregory",PRJ015,Aggregate B2C Convergence,INV00301,CON009,Nov-25,27-11-2025,802021,USD,Accrued,One-time,66835.08,802021,802021,657657.22,144363.78,25.92,02-12-2025,Partial,278094,60,-6.49,Medium,870234,23153,USA,Quarterly
REV00302,CLT029,"Lewis, Edwards and Benton",PRJ002,Disintermediate Front-End Interfaces,INV00302,CON013,Nov-25,12-11-2025,1296721,USD,Deferred,Recurring,108060.08,1296721,1296721,1063311.22,233409.78,48.53,17-11-2025,Overdue,120513,28,-12.85,Medium,1462788,370127,India,Quarterly
REV00303,CLT011,Love-Ferguson,PRJ017,Integrate Wireless Partnerships,INV00303,CON053,May-26,23-05-2026,2338341,USD,Recognized,One-time,194861.75,2338341,2338341,1917439.62,420901.38,20.42,28-05-2026,Partial,934170,89,20.14,High,2864617,2163,India,Annual
REV00304,CLT002,"Ayala, Rivera and Novak",PRJ003,Empower Best-Of-Breed Initiatives,INV00304,CON030,Sep-25,10-09-2025,4075316,USD,Recognized,Recurring,339609.67,4075316,4075316,3341759.12,733556.88,22.72,15-09-2025,Overdue,1317759,39,20.65,High,4286179,22988,Australia,Monthly
REV00305,CLT002,Haynes-Palmer,PRJ007,Extend Synergistic Networks,INV00305,CON011,May-26,18-05-2026,3308998,USD,Accrued,One-time,275749.83,3308998,3308998,2713378.36,595619.64,20.12,23-05-2026,Pending,597553,87,30.15,High,4123737,63230,UK,Annual
REV00306,CLT039,Reid Inc,PRJ014,Disintermediate Open-Source Relationships,INV00306,CON006,Apr-26,23-04-2026,3594491,USD,Accrued,Recurring,299540.92,3594491,3594491,2947482.62,647008.38,25.02,28-04-2026,Pending,1287374,28,11.05,High,4233609,21201,Singapore,Quarterly
REV00307,CLT020,"Parker, Davis and Morales",PRJ008,Productize Customized Markets,INV00307,CON034,Dec-25,25-12-2025,3638074,SGD,Deferred,Recurring,303172.83,3638074,3638074,2983220.68,654853.32,30.45,30-12-2025,Paid,1192305,11,18.06,High,4821141,269177,UK,Quarterly
REV00308,CLT012,Patterson Group,PRJ013,Engineer Turn-Key Platforms,INV00308,CON003,May-26,24-05-2026,748691,SGD,Deferred,Recurring,62390.92,748691,748691,613926.62,134764.38,15.67,29-05-2026,Overdue,156053,45,20.23,Medium,888321,351409,USA,Monthly
REV00309,CLT011,Koch-Johnson,PRJ016,Transform Impactful Channels,INV00309,CON030,Feb-26,26-02-2026,3448154,USD,Recognized,Recurring,287346.17,3448154,3448154,2827486.28,620667.72,6.58,03-03-2026,Overdue,1020731,43,22.11,High,4628031,189125,India,Monthly
REV00310,CLT035,"Joseph, Carson and Baker",PRJ007,Synthesize Intuitive Initiatives,INV00310,CON006,Dec-25,02-12-2025,2574282,SGD,Deferred,One-time,214523.5,2574282,2574282,2110911.24,463370.76,12.98,07-12-2025,Partial,485936,23,13.44,High,2719844,87087,UK,Monthly
REV00311,CLT027,Harris-Fernandez,PRJ016,Optimize Real-Time Deliverables,INV00311,CON048,Apr-26,28-04-2026,4904162,SGD,Accrued,One-time,408680.17,4904162,4904162,4021412.84,882749.16,20.15,03-05-2026,Overdue,1533182,75,44.94,High,5203831,209547,Australia,Monthly
REV00312,CLT040,Riggs-Bennett,PRJ012,Mesh Sticky Networks,INV00312,CON029,Apr-26,01-04-2026,3709362,SGD,Accrued,One-time,309113.5,3709362,3709362,3041676.84,667685.16,49.78,06-04-2026,Partial,338340,41,28.57,High,4417004,229696,Singapore,Annual
REV00313,CLT006,Smith-Murphy,PRJ016,Exploit Enterprise Bandwidth,INV00313,CON009,Sep-25,09-09-2025,1503671,USD,Recognized,Recurring,125305.92,1503671,1503671,1233010.22,270660.78,34.26,14-09-2025,Overdue,163907,82,14.53,Medium,1936795,494432,Singapore,Monthly
REV00314,CLT008,Benson LLC,PRJ018,Iterate Bricks-And-Clicks Content,INV00314,CON015,Apr-26,18-04-2026,4129927,INR,Accrued,Recurring,344160.58,4129927,4129927,3386540.14,743386.86,35.25,23-04-2026,Pending,713711,105,6.31,High,4394254,460174,Australia,Annual
REV00315,CLT014,Rose and Sons,PRJ012,Seize Robust Synergies,INV00315,CON011,May-26,15-05-2026,2500505,SGD,Deferred,Recurring,208375.42,2500505,2500505,2050414.1,450090.9,15,20-05-2026,Partial,462965,102,15.35,High,3175055,52058,USA,Monthly
REV00316,CLT027,"Cline, Burke and Powers",PRJ012,Monetize Intuitive Info-Mediaries,INV00316,CON041,Jul-25,16-07-2025,2108994,USD,Deferred,One-time,175749.5,2108994,2108994,1729375.08,379618.92,42.03,21-07-2025,Overdue,789794,101,16.78,High,2712513,72348,UK,Monthly
REV00317,CLT010,Raymond-Hoover,PRJ019,Synthesize World-Class E-Services,INV00317,CON004,Jun-25,17-06-2025,4410216,SGD,Deferred,Recurring,367518,4410216,4410216,3616377.12,793838.88,34.07,22-06-2025,Pending,879346,56,38.15,High,5557917,457989,USA,Quarterly
REV00318,CLT020,Chung Ltd,PRJ003,Enhance Scalable Web Services,INV00318,CON003,May-25,27-05-2025,4558318,INR,Accrued,One-time,379859.83,4558318,4558318,3737820.76,820497.24,32.45,01-06-2025,Pending,817875,97,28.13,High,5989459,272876,India,Annual
REV00319,CLT004,Harris Inc,PRJ012,Engineer Virtual Applications,INV00319,CON017,Mar-26,30-03-2026,4307213,SGD,Deferred,One-time,358934.42,4307213,4307213,3531914.66,775298.34,30.17,04-04-2026,Pending,259654,11,30.39,High,5738943,235267,India,Monthly
REV00320,CLT034,Andrade PLC,PRJ019,Enhance Bleeding-Edge Content,INV00320,CON013,May-26,17-05-2026,3080531,INR,Recognized,One-time,256710.92,3080531,3080531,2526035.42,554495.58,13.5,22-05-2026,Paid,205495,23,27.7,High,4000165,42963,UK,Monthly
REV00321,CLT032,Smith-Jones,PRJ014,Target Enterprise Synergies,INV00321,CON053,Feb-26,01-02-2026,1416024,SGD,Deferred,One-time,118002,1416024,1416024,1161139.68,254884.32,38.18,06-02-2026,Paid,530354,21,14.09,Medium,1681264,369373,Singapore,Monthly
REV00322,CLT010,"Delgado, Davis and Garcia",PRJ004,Embrace End-To-End Interfaces,INV00322,CON024,Jul-25,25-07-2025,2607892,SGD,Recognized,One-time,217324.33,2607892,2607892,2138471.44,469420.56,2.63,30-07-2025,Partial,392649,43,2.64,High,2760175,74904,UK,Quarterly
REV00323,CLT037,"Griffin, Meyer and Anderson",PRJ015,Deliver Distributed E-Commerce,INV00323,CON058,Oct-25,18-10-2025,2883866,SGD,Deferred,One-time,240322.17,2883866,2883866,2364770.12,519095.88,17.76,23-10-2025,Partial,996624,111,28.2,High,3552094,399481,UK,Monthly
REV00324,CLT006,Schaefer LLC,PRJ006,Repurpose Efficient Initiatives,INV00324,CON046,Jul-25,14-07-2025,258071,SGD,Recognized,Recurring,21505.92,258071,258071,211618.22,46452.78,15.79,19-07-2025,Paid,82589,106,31.3,Low,294885,338249,Australia,Annual
REV00325,CLT035,"Hill, Caldwell and Moreno",PRJ006,Monetize Wireless Applications,INV00325,CON002,Oct-25,21-10-2025,2356552,INR,Accrued,One-time,196379.33,2356552,2356552,1932372.64,424179.36,8.53,26-10-2025,Overdue,215802,36,34.78,High,3067465,303852,Australia,Quarterly
REV00326,CLT008,"Johnson, Logan and Davis",PRJ004,Envisioneer Value-Added E-Business,INV00326,CON035,Aug-25,18-08-2025,1460594,SGD,Recognized,One-time,121716.17,1460594,1460594,1197687.08,262906.92,26.24,23-08-2025,Overdue,151030,28,0.33,Medium,1572896,160848,Singapore,Monthly
REV00327,CLT013,Lewis-Harvey,PRJ008,Reinvent Cross-Media Web-Readiness,INV00327,CON049,May-26,15-05-2026,4965968,INR,Deferred,One-time,413830.67,4965968,4965968,4072093.76,893874.24,39.04,20-05-2026,Pending,1033852,70,30.14,High,5787908,60335,USA,Monthly
REV00328,CLT036,Simmons PLC,PRJ005,Architect 24/365 Relationships,INV00328,CON020,Apr-26,18-04-2026,4816789,USD,Recognized,Recurring,401399.08,4816789,4816789,3949766.98,867022.02,29.62,23-04-2026,Partial,935292,15,35.78,High,5780771,410455,Australia,Annual
REV00329,CLT017,"Gilbert, Henderson and Thomas",PRJ013,Engage Out-Of-The-Box Web Services,INV00329,CON023,Dec-25,22-12-2025,1834711,USD,Deferred,Recurring,152892.58,1834711,1834711,1504463.02,330247.98,10.44,27-12-2025,Paid,535118,41,-12.27,Medium,2333302,295216,India,Monthly
REV00330,CLT018,Edwards-Jones,PRJ008,Engage Cross-Media Platforms,INV00330,CON043,Dec-25,11-12-2025,2748097,SGD,Accrued,One-time,229008.08,2748097,2748097,2253439.54,494657.46,19.43,16-12-2025,Partial,441710,63,42.54,High,3156291,479208,India,Monthly
REV00331,CLT035,Smith Ltd,PRJ001,Revolutionize Mission-Critical Networks,INV00331,CON058,Jul-25,05-07-2025,3784413,USD,Accrued,Recurring,315367.75,3784413,3784413,3103218.66,681194.34,5.79,10-07-2025,Pending,258821,50,43.32,High,4400942,315260,Singapore,Monthly
REV00332,CLT020,Smith-Johnson,PRJ008,Engineer Magnetic Markets,INV00332,CON015,Apr-26,26-04-2026,4192367,INR,Accrued,One-time,349363.92,4192367,4192367,3437740.94,754626.06,29.08,01-05-2026,Partial,77166,40,14.57,High,5287473,317732,Singapore,Monthly
REV00333,CLT017,Ibarra-Lewis,PRJ019,Strategize 24/7 Convergence,INV00333,CON055,Jun-25,01-06-2025,1962310,SGD,Deferred,Recurring,163525.83,1962310,1962310,1609094.2,353215.8,17.13,06-06-2025,Pending,764305,105,1.46,Medium,2559441,12120,Australia,Quarterly
REV00334,CLT015,Williams-Anderson,PRJ002,Streamline Magnetic Infrastructures,INV00334,CON018,Jul-25,03-07-2025,3573736,SGD,Accrued,One-time,297811.33,3573736,3573736,2930463.52,643272.48,13.12,08-07-2025,Paid,941330,45,-14.69,High,3961066,42891,Singapore,Monthly
REV00335,CLT022,Walker LLC,PRJ009,Empower Interactive Metrics,INV00335,CON016,Mar-26,14-03-2026,954632,INR,Accrued,One-time,79552.67,954632,954632,782798.24,171833.76,19.5,19-03-2026,Partial,124968,48,34.95,Medium,1237670,272459,Australia,Monthly
REV00336,CLT029,Curry Inc,PRJ002,Repurpose Robust Users,INV00336,CON020,Apr-26,03-04-2026,3672528,USD,Accrued,One-time,306044,3672528,3672528,3011472.96,661055.04,46.64,08-04-2026,Overdue,213547,91,-11.65,High,3913669,445607,India,Monthly
REV00337,CLT034,Hill Inc,PRJ011,Generate Bleeding-Edge Markets,INV00337,CON038,Mar-26,21-03-2026,1664650,SGD,Accrued,One-time,138720.83,1664650,1664650,1365013,299637,42.92,26-03-2026,Partial,107677,6,20.71,Medium,1781613,413881,Singapore,Quarterly
REV00338,CLT023,Lang LLC,PRJ010,Leverage Bricks-And-Clicks Vortals,INV00338,CON038,Dec-25,19-12-2025,4589442,INR,Accrued,Recurring,382453.5,4589442,4589442,3763342.44,826099.56,8,24-12-2025,Pending,305397,23,13.17,High,5649597,152601,Australia,Monthly
REV00339,CLT030,Valenzuela Ltd,PRJ020,Revolutionize Out-Of-The-Box Bandwidth,INV00339,CON045,Dec-25,27-12-2025,2827849,USD,Recognized,Recurring,235654.08,2827849,2827849,2318836.18,509012.82,20.86,01-01-2026,Paid,628372,58,4.72,High,3058189,459331,Singapore,Annual
REV00340,CLT001,"Mccarty, Guerrero and Howard",PRJ012,Synthesize Compelling Applications,INV00340,CON001,Oct-25,05-10-2025,668501,INR,Recognized,Recurring,55708.42,668501,668501,548170.82,120330.18,16.99,10-10-2025,Pending,15737,76,-8.09,Medium,760201,101923,India,Quarterly
REV00341,CLT007,Pope-Brown,PRJ001,Generate Impactful Metrics,INV00341,CON054,Nov-25,10-11-2025,1201282,USD,Deferred,One-time,100106.83,1201282,1201282,985051.24,216230.76,31.05,15-11-2025,Pending,343340,105,38.1,Medium,1383294,110224,Singapore,Annual
REV00342,CLT025,Dean-Coleman,PRJ012,Syndicate Back-End E-Services,INV00342,CON021,Apr-26,03-04-2026,3653244,INR,Recognized,Recurring,304437,3653244,3653244,2995660.08,657583.92,6.69,08-04-2026,Pending,512857,10,30.78,High,4479599,447970,USA,Annual
REV00343,CLT033,Bishop-Blair,PRJ012,Re-Intermediate Robust Mindshare,INV00343,CON032,May-25,28-05-2025,4402784,USD,Accrued,One-time,366898.67,4402784,4402784,3610282.88,792501.12,24.25,02-06-2025,Overdue,375387,46,27.75,High,5316989,253386,USA,Annual
REV00344,CLT025,Vargas-Williams,PRJ019,Aggregate Seamless Supply-Chains,INV00344,CON011,Dec-25,25-12-2025,3188239,INR,Recognized,One-time,265686.58,3188239,3188239,2614355.98,573883.02,30.8,30-12-2025,Pending,1154591,15,-6.94,High,3428021,233048,Australia,Annual
REV00345,CLT029,"Mitchell, Snyder and Mann",PRJ008,Productize 24/365 Methodologies,INV00345,CON017,Apr-26,27-04-2026,686598,USD,Recognized,Recurring,57216.5,686598,686598,563010.36,123587.64,17.78,02-05-2026,Paid,43211,42,35.56,Medium,826552,337460,Singapore,Monthly
REV00346,CLT018,Ford-Nixon,PRJ007,Generate Frictionless Portals,INV00346,CON046,Jun-25,04-06-2025,1206496,USD,Deferred,One-time,100541.33,1206496,1206496,989326.72,217169.28,5.91,09-06-2025,Pending,394465,96,29.39,Medium,1597056,4474,USA,Annual
REV00347,CLT036,Frank-Weaver,PRJ015,Drive User-Centric Info-Mediaries,INV00347,CON047,Jul-25,02-07-2025,3920513,INR,Deferred,Recurring,326709.42,3920513,3920513,3214820.66,705692.34,29,07-07-2025,Overdue,180094,45,35.75,High,4620865,493842,UK,Quarterly
REV00348,CLT026,Clark Inc,PRJ018,Incubate Sticky Platforms,INV00348,CON020,Nov-25,19-11-2025,2785353,USD,Deferred,Recurring,232112.75,2785353,2785353,2283989.46,501363.54,49.09,24-11-2025,Overdue,67547,22,-5.78,High,3720650,173146,Singapore,Annual
REV00349,CLT003,Austin LLC,PRJ020,Re-Contextualize Vertical Infrastructures,INV00349,CON032,Sep-25,21-09-2025,275137,USD,Recognized,One-time,22928.08,275137,275137,225612.34,49524.66,40.37,26-09-2025,Partial,26083,13,39.68,Low,320745,107946,Australia,Monthly
REV00350,CLT005,Austin Ltd,PRJ013,Envisioneer B2B E-Commerce,INV00350,CON058,Nov-25,19-11-2025,1782077,SGD,Deferred,Recurring,148506.42,1782077,1782077,1461303.14,320773.86,41.9,24-11-2025,Partial,215667,44,10.93,Medium,2250587,248921,Australia,Annual
REV00351,CLT037,Webb-Torres,PRJ016,Iterate Rich Methodologies,INV00351,CON030,Feb-26,24-02-2026,3931370,USD,Deferred,Recurring,327614.17,3931370,3931370,3223723.4,707646.6,13.74,01-03-2026,Overdue,81966,99,-9.53,High,4890190,481766,USA,Quarterly
REV00352,CLT035,Walker-Tyler,PRJ010,Expedite Value-Added Eyeballs,INV00352,CON043,Jan-26,25-01-2026,609888,USD,Recognized,One-time,50824,609888,609888,500108.16,109779.84,14.63,30-01-2026,Paid,190457,97,39.13,Medium,806650,215628,India,Quarterly
REV00353,CLT030,"Rogers, Neal and Donovan",PRJ013,Scale Magnetic Niches,INV00353,CON022,Sep-25,10-09-2025,3399922,USD,Deferred,One-time,283326.83,3399922,3399922,2787936.04,611985.96,36.6,15-09-2025,Partial,831886,9,-14.36,High,3686891,480843,UK,Monthly
REV00354,CLT002,Sutton LLC,PRJ020,Facilitate Granular Networks,INV00354,CON007,Aug-25,19-08-2025,1536768,SGD,Recognized,One-time,128064,1536768,1536768,1260149.76,276618.24,26.74,24-08-2025,Paid,130182,73,29.49,Medium,1691268,352002,USA,Quarterly
REV00355,CLT034,"Ramirez, Steele and Munoz",PRJ004,Iterate Viral E-Tailers,INV00355,CON025,Apr-26,15-04-2026,2636411,INR,Recognized,Recurring,219700.92,2636411,2636411,2161857.02,474553.98,8.15,20-04-2026,Partial,109922,81,-14.72,High,3379148,402188,USA,Monthly
REV00356,CLT011,"Villarreal, Parsons and Hernandez",PRJ002,Strategize One-To-One Web Services,INV00356,CON027,May-25,27-05-2025,4349162,SGD,Deferred,Recurring,362430.17,4349162,4349162,3566312.84,782849.16,44.89,01-06-2025,Partial,1710488,46,4.36,High,5384418,327508,UK,Monthly
REV00357,CLT018,Rush-Dominguez,PRJ020,Implement Viral Models,INV00357,CON024,May-26,22-05-2026,418586,USD,Accrued,One-time,34882.17,418586,418586,343240.52,75345.48,46.08,27-05-2026,Partial,57294,57,3.09,Low,514718,53379,India,Annual
REV00358,CLT025,Benitez PLC,PRJ017,Aggregate Bleeding-Edge Portals,INV00358,CON041,Apr-26,07-04-2026,1999726,USD,Accrued,One-time,166643.83,1999726,1999726,1639775.32,359950.68,19.03,12-04-2026,Paid,616005,95,44.3,Medium,2239256,323144,Singapore,Monthly
REV00359,CLT003,Everett-Williams,PRJ008,Benchmark Revolutionary E-Markets,INV00359,CON060,Jun-25,10-06-2025,3772245,SGD,Recognized,Recurring,314353.75,3772245,3772245,3093240.9,679004.1,28.94,15-06-2025,Overdue,281578,40,4.05,High,4851451,20765,USA,Annual
REV00360,CLT001,"Wilson, Bates and Davis",PRJ003,Re-Contextualize Intuitive E-Services,INV00360,CON056,Nov-25,10-11-2025,4174194,INR,Accrued,Recurring,347849.5,4174194,4174194,3422839.08,751354.92,46.93,15-11-2025,Partial,403629,11,23.06,High,4560138,107070,Singapore,Monthly
REV00361,CLT037,Mcdaniel-May,PRJ015,Whiteboard Next-Generation Experiences,INV00361,CON041,Mar-26,16-03-2026,1739474,USD,Deferred,One-time,144956.17,1739474,1739474,1426368.68,313105.32,31.23,21-03-2026,Partial,504544,15,42.06,Medium,2014092,198032,UK,Monthly
REV00362,CLT017,Carter-Rodriguez,PRJ013,Aggregate Plug-And-Play Convergence,INV00362,CON030,Mar-26,10-03-2026,2615632,SGD,Recognized,Recurring,217969.33,2615632,2615632,2144818.24,470813.76,29.04,15-03-2026,Partial,296983,53,18.73,High,3123727,174710,UK,Monthly
REV00363,CLT005,Baker PLC,PRJ014,Benchmark Sticky E-Markets,INV00363,CON057,Dec-25,09-12-2025,375703,SGD,Accrued,One-time,31308.58,375703,375703,308076.46,67626.54,40.63,14-12-2025,Pending,100879,77,-5.26,Low,480481,133828,UK,Annual
REV00364,CLT010,"Haynes, Foster and Lamb",PRJ009,Syndicate Cutting-Edge Mindshare,INV00364,CON039,Sep-25,24-09-2025,3870765,INR,Recognized,One-time,322563.75,3870765,3870765,3174027.3,696737.7,6.22,29-09-2025,Partial,309051,37,-0.16,High,4735890,347395,India,Quarterly
REV00365,CLT025,Calhoun Group,PRJ019,Synergize B2C Users,INV00365,CON020,Aug-25,14-08-2025,3502826,USD,Accrued,One-time,291902.17,3502826,3502826,2872317.32,630508.68,44.73,19-08-2025,Partial,229164,86,19.36,High,4516054,426889,Singapore,Annual
REV00366,CLT011,"Weaver, Harvey and Molina",PRJ006,Deploy Dot-Com E-Services,INV00366,CON024,Feb-26,05-02-2026,1613636,INR,Recognized,Recurring,134469.67,1613636,1613636,1323181.52,290454.48,40.57,10-02-2026,Partial,207639,67,-4.08,Medium,2153469,236276,Singapore,Monthly
REV00367,CLT022,"Calderon, Wood and Jensen",PRJ001,Redefine 24/7 Relationships,INV00367,CON038,Feb-26,01-02-2026,2019478,SGD,Recognized,Recurring,168289.83,2019478,2019478,1655971.96,363506.04,20.96,06-02-2026,Paid,508763,91,30.63,High,2126211,139502,Australia,Monthly
REV00368,CLT022,Robinson Inc,PRJ011,Incubate Proactive Deliverables,INV00368,CON053,Nov-25,15-11-2025,2059885,INR,Deferred,One-time,171657.08,2059885,2059885,1689105.7,370779.3,28.8,20-11-2025,Pending,697385,56,7.71,High,2198252,186661,India,Annual
REV00369,CLT031,Mercer and Sons,PRJ017,Unleash Back-End Vortals,INV00369,CON027,Dec-25,01-12-2025,1626512,SGD,Recognized,One-time,135542.67,1626512,1626512,1333739.84,292772.16,50.97,06-12-2025,Pending,337833,7,23.03,Medium,2134033,423392,UK,Quarterly
REV00370,CLT034,Arnold PLC,PRJ019,Optimize Compelling Solutions,INV00370,CON051,Nov-25,18-11-2025,4283198,INR,Recognized,One-time,356933.17,4283198,4283198,3512222.36,770975.64,49.32,23-11-2025,Overdue,268144,68,32.81,High,4884578,352878,UK,Annual
REV00371,CLT025,Aguirre-Brown,PRJ009,Generate Killer E-Commerce,INV00371,CON015,Sep-25,01-09-2025,2211144,INR,Recognized,Recurring,184262,2211144,2211144,1813138.08,398005.92,12.71,06-09-2025,Overdue,499439,119,25.24,High,2763140,483779,USA,Annual
REV00372,CLT008,Mclean Inc,PRJ003,Seize Next-Generation Solutions,INV00372,CON022,Feb-26,04-02-2026,1628370,USD,Accrued,Recurring,135697.5,1628370,1628370,1335263.4,293106.6,42.1,09-02-2026,Paid,600665,52,-7.35,Medium,1862874,199331,India,Quarterly
REV00373,CLT010,Richardson-Phillips,PRJ010,Extend Rich Vortals,INV00373,CON054,Jan-26,12-01-2026,1886301,SGD,Deferred,Recurring,157191.75,1886301,1886301,1546766.82,339534.18,17.34,17-01-2026,Paid,713011,63,-6.15,Medium,2140985,391674,USA,Quarterly
REV00374,CLT014,"Simon, Wall and Bauer",PRJ008,Enhance Magnetic Eyeballs,INV00374,CON045,Jan-26,17-01-2026,490958,INR,Deferred,One-time,40913.17,490958,490958,402585.56,88372.44,39.56,22-01-2026,Partial,127796,98,8.51,Low,660494,345637,Australia,Quarterly
REV00375,CLT007,Burton-Phillips,PRJ005,Exploit 24/365 Schemas,INV00375,CON021,Mar-26,03-03-2026,4918611,SGD,Deferred,One-time,409884.25,4918611,4918611,4033261.02,885349.98,6.2,08-03-2026,Partial,1688357,11,35.99,High,6211597,239878,Singapore,Quarterly
REV00376,CLT028,"Johnson, Moore and Bailey",PRJ006,Seize Open-Source Architectures,INV00376,CON060,Mar-26,24-03-2026,522542,SGD,Recognized,One-time,43545.17,522542,522542,428484.44,94057.56,45.34,29-03-2026,Pending,93214,65,-4.22,Medium,556894,270236,UK,Monthly
